净值日期,单位净值,日增长率
2026-02-02,1.1269,-1.88
2026-02-03,1.1385,1.03
2026-02-04,1.1467,0.72
2026-02-05,1.141,-0.5
2026-02-06,1.1358,-0.46
2026-02-09,1.1525,1.47
2026-02-10,1.1537,0.1
2026-02-11,1.1513,-0.21
2026-02-12,1.1527,0.12
2026-02-13,1.1392,-1.17
2026-02-24,1.1497,0.92
2026-02-25,1.1562,0.57
2026-02-26,1.1541,-0.18
2026-02-27,1.1504,-0.32
2026-03-02,1.1544,0.35
2026-03-03,1.1379,-1.43
2026-03-04,1.1256,-1.08
2026-03-05,1.1358,0.91
2026-03-06,1.1389,0.27
2026-03-09,1.1286,-0.9
2026-03-10,1.1422,1.21
2026-03-11,1.149,0.6
2026-03-12,1.1451,-0.34
2026-03-13,1.1411,-0.35
2026-03-16,1.1417,0.05
2026-03-17,1.1339,-0.68
2026-03-18,1.1386,0.41
2026-03-19,1.1216,-1.49
2026-03-20,1.1181,-0.31
2026-03-23,1.0839,-3.06
2026-03-24,1.0968,1.19
2026-03-25,1.1112,1.31
2026-03-26,1.0975,-1.23
2026-03-27,1.1033,0.53
2026-03-30,1.1008,-0.23
2026-03-31,1.0912,-0.87
2026-04-01,1.1086,1.59
2026-04-02,1.0976,-0.99
2026-04-03,1.089,-0.78
2026-04-07,1.089,0.0
2026-04-08,1.1245,3.26
2026-04-09,1.1177,-0.6
2026-04-10,1.134,1.46
2026-04-13,1.1362,0.19
2026-04-14,1.1488,1.11
2026-04-15,1.1452,-0.31
2026-04-16,1.1572,1.05
2026-04-17,1.1555,-0.15
2026-04-20,1.162,0.56
2026-04-21,1.1645,0.22
2026-04-22,1.1726,0.7
2026-04-23,1.1695,-0.26
2026-04-24,1.1659,-0.31
2026-04-27,1.1662,0.03
2026-04-28,1.1632,-0.26
2026-04-29,1.1754,1.05
2026-04-30,1.1748,-0.05
2026-05-06,1.1909,1.37
2026-05-07,1.1963,0.45
2026-05-08,1.1897,-0.55
2026-05-11,1.2082,1.56
2026-05-12,1.2075,-0.06
2026-05-13,1.2195,0.99
2026-05-14,1.2009,-1.53
2026-05-15,1.1885,-1.03
2026-05-18,1.1826,-0.5
2026-05-19,1.1868,0.36
2026-05-20,1.1866,-0.02
2026-05-21,1.172,-1.23
2026-05-22,1.1855,1.15
2026-05-25,1.203,1.48
2026-05-26,1.2092,0.52
2026-05-27,1.2007,-0.7
2026-05-28,1.2024,0.14
2026-05-29,1.1976,-0.4
2026-06-01,1.1868,-0.9
2026-06-02,1.2028,1.35
2026-06-03,1.2084,0.47
2026-06-04,1.2008,-0.63
2026-06-05,1.181,-1.65
2026-06-08,1.1574,-2.0
2026-06-09,1.1775,1.74
2026-06-10,1.1667,-0.92
2026-06-11,1.1608,-0.51
2026-06-12,1.1731,1.06
2026-06-15,1.1988,2.19
2026-06-16,1.1969,-0.16
2026-06-17,1.2073,0.87
2026-06-18,1.2099,0.22
2026-06-22,1.2369,2.23
2026-06-23,1.2045,-2.62
2026-06-24,1.21,0.46
2026-06-25,1.2275,1.45
2026-06-26,1.1942,-2.71
2026-06-29,1.208,1.16
2026-06-30,1.2206,1.04
2026-07-01,1.216,-0.38
2026-07-02,1.1825,-2.75
2026-07-03,1.1895,0.59
2026-07-06,1.1894,-0.01
2026-07-07,1.1779,-0.97
2026-07-08,1.1697,-0.7
2026-07-09,1.1978,2.4
2026-07-10,1.1771,-1.73
2026-07-13,1.1579,-1.63
2026-07-14,1.1802,1.93
2026-07-15,1.1784,-0.15
2026-07-16,1.1589,-1.65
2026-07-17,1.1208,-3.29
2026-07-20,1.136,1.36
2026-07-21,1.169,2.9
2026-07-22,1.164,-0.43
2026-07-23,1.1666,0.22
2026-07-24,1.1486,-1.54
2026-07-27,1.1632,1.27
2026-07-28,1.132,-2.68
2026-07-29,1.1396,0.67
2026-07-30,1.1281,-1.01
2026-07-31,1.1374,0.82
2026-08-03,1.1272,-0.9
2026-08-04,1.1408,1.21
2026-08-05,1.1539,1.15
2026-08-06,1.1521,-0.16
2026-08-07,1.1624,0.89
2026-08-10,1.164,0.14
2026-08-11,1.1556,-0.72
2026-08-12,1.162,0.55
2026-08-13,1.156,-0.52
2026-08-14,1.1563,0.03
2026-08-17,1.174,1.53
2026-08-18,1.1702,-0.32
2026-08-19,1.1387,-2.69
2026-08-20,1.1396,0.08
2026-08-21,1.1463,0.59
2026-08-24,1.1324,-1.21
2026-08-25,1.1301,-0.2
2026-08-26,1.1392,0.81
2026-08-27,1.1489,0.85
2026-08-28,1.1441,-0.42
2026-08-31,1.1477,0.31
2026-09-01,1.1446,-0.27
2026-09-02,1.1293,-1.34
